Title,Address,District,PostingDate,PostType,Price,Area,Direction,Bedrooms,Bathrooms,Floors,Width_meters,Legal,Interior,Entrancewidth,Area_m2,Price_ty,Bedrooms_n,Bathrooms_n,Floors_n,PropertyType,Legal_cat,Interior_cat,Direction_cat,Price_per_m2,log_Price,log_Area
Nhà 3 tầng Duyên Thái - ô tô tải đỗ cửa - ngõ thông - kinh doanh chỉ 3tỷ5,"Xã Duyên Thái, Thường Tín, Hà Nội",Thường Tín,16/12/2024,Nhà riêng tại xã Duyên Thái,"3,5 tỷ",45 m²,0,3 phòng,0,3 tầng,0,Sổ đỏ/ Sổ hồng,0,0,45.0,3.5,3.0,4.0,3.0,Nhà riêng,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,77.77777777777777,1.252762968495368,3.8066624897703196
"Bán CC Hong Kong Tower, Đê La Thành, 90m2, 126m2, 3PN, 2WC hàng hot","Dự án Hong Kong Tower, Đường Đê La Thành, Phường Láng Thượng, Đống Đa, Hà Nội",Đống Đa,19/12/2024,Căn hộ chung cư tại Hong Kong Tower,90 triệu/m²,126 m²,Tây - Bắc,3 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,126.0,11.34,3.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Tây - Bắc,90.0,2.428336298299606,4.836281906951478
"Cần bán căn hộ 3 tỷ duy nhất còn sót lại tòa C37 Bộ Công An, tầng trung, view hồ. DT 57m2, giá 3 tỷ","Dự án C37 Bộ Công An - Bắc Hà Tower, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,19/12/2024,Căn hộ chung cư tại C37 Bộ Công An - Bắc Hà Tower,"3,1 tỷ",57 m²,Đông - Nam,1 phòng,1 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,57.0,3.1,1.0,1.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Đông - Nam,54.3859649122807,1.1314021114911006,4.04305126783455
Suất đối ngoại F01-16. Đẹp nhất KĐT Nam Cường. Lô góc ngã tư Lê Quang Đạo và Phan Kế Toại. Siêu vip,"Dự án An Quý Villa - KĐT Dương Nội, Phường Dương Nội, Hà Đông, Hà Nội",Hà Đông,19/12/2024,"Nhà biệt thự, liền kề tại An Quý Villa - KĐT Dương Nội",55 tỷ,233 m²,0,0,0,0,0,Sổ đỏ/ Sổ hồng,0,0,233.0,55.0,5.0,5.0,4.0,"Nhà biệt thự, liền kề",Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,236.05150214592274,4.007333185232471,5.4510384535657
"Bán căn S1.01 1N 38m2 2.160tỷ CB TN SĐ - đồ cơ bản, sẵn sổ, không vay - LH 0335 768 ***","The Sapphire 1 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",Gia Lâm,19/12/2024,Căn hộ chung cư tại The Sapphire 1 - Vinhomes Ocean Park,"2,16 tỷ",38 m²,0,1 phòng,1 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ.,0,38.0,2.16,1.0,1.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,56.8421052631579,0.7701082216960737,3.6375861597263857
"Chính chủ bán căn Trung Văn Nam Từ Liêm dân xây full nội thất nhà đẹp ở ngay, 48m2, 5T, 8.19 tỷ","Đường Lương Thế Vinh, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,19/12/2024,Nhà riêng tại đường Lương Thế Vinh,"8,19 tỷ",48 m²,0,4 phòng,4 phòng,5 tầng,0,Sổ đỏ/ Sổ hồng.,Đầy đủ,0,48.0,8.19,4.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,170.62499999999997,2.102913897864978,3.871201010907891
"Bán nhà ngõ 7 Nguyên Hồng - Ba Đình - 46m2 x 4 tầng - 8,98 tỷ","Ngõ 7, Đường Nguyên Hồng, Phường Ngọc Khánh, Ba Đình, Hà Nội",Ba Đình,19/12/2024,Nhà riêng tại đường Nguyên Hồng,"8,98 tỷ",46 m²,0,4 phòng,3 phòng,4 tầng,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,46.0,8.98,4.0,3.0,4.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,195.2173913043478,2.194999882314108,3.828641396489095
"Suất ngoại giao lô góc 2 mặt đường Phan Kế Toại. F03 - 16 An Quý Villas, Dt 232m2. Đẹp nhất dự án","Dự án An Quý Villa - KĐT Dương Nội, Đường Phan Kế Toại, Phường Dương Nội, Hà Đông, Hà Nội",Hà Đông,19/12/2024,"Nhà biệt thự, liền kề tại An Quý Villa - KĐT Dương Nội",48 tỷ,232 m²,0,0,0,0,0,Sổ đỏ/ Sổ hồng,0,0,232.0,48.0,5.0,5.0,4.0,"Nhà biệt thự, liền kề",Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,206.89655172413794,3.871201010907891,5.44673737166631
"Bán CC 2PN, 2WC, 56m2 ở HH2 Linh Đàm, 2,35 tỷ, Hoàng Mai, Hà Nội","HH2 Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hoàng Mai,19/12/2024,Căn hộ chung cư tại HH2 Linh Đàm,"2,35 tỷ",56 m²,0,2 phòng,2 phòng,0,0,Hợp đồng mua bán,Đầy đủ,0,56.0,2.35,2.0,2.0,1.0,Căn hộ chung cư,HĐMB,Đầy đủ/Cao cấp,Chưa rõ,41.964285714285715,0.8544153281560676,4.02535169073515
"15,8 tỷ 50m2, 4m mặt tiền, 7 tầng, thang máy có gara ô tô full nội thất ở luôn lh 0886 588 ***","Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",Hà Đông,17/12/2024,Nhà riêng tại đường Tố Hữu,"15,8 tỷ",50 m²,0,4 phòng,5 phòng,7 tầng,4 m,Sổ đỏ/ Sổ hồng,Đầy đủ,12 m,50.0,15.8,4.0,5.0,7.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,316.0,2.760009940032921,3.912023005428146
"Quỹ căn chuyển nhượng - Ngoại giao Hoàng Thành Pearl Cầu Diễn, Nam Từ Liêm T10/2024","Dự án Hoàng Thành Pearl, Đường Nguyễn Văn Giáp, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,19/12/2024,"Shophouse, nhà phố thương mại tại Hoàng Thành Pearl",430 triệu/m²,98 m²,0,6 phòng,6 phòng,6 tầng,7 m,0,0,0,98.0,42.14,6.0,6.0,6.0,"Shophouse, nhà phố thương mại",Chưa rõ,Chưa rõ,Chưa rõ,430.0,3.740997408376043,4.584967478670572
Chính chủ tôi cần bán căn BT song lập dự án Phoenix Đan Phượng DT 200m2 MT 10m đường 13m 88tr/m2,"Dự án The Phoenix Garden, Thị trấn Phùng, Đan Phượng, Hà Nội",Đan Phượng,19/12/2024,"Nhà biệt thự, liền kề tại The Phoenix Garden",88 triệu/m²,200 m²,0,0,0,0,10 m,0,0,13 m,200.0,17.6,5.0,5.0,4.0,"Nhà biệt thự, liền kề",Chưa rõ,Chưa rõ,Chưa rõ,88.0,2.8678989020441064,5.298317366548036
"Bán chung cư Hồ Gươm Plaza Hà Đông 65m2, 2 ngủ chỉ 2.X tỷ","Dự án Hồ Gươm Plaza, Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",Hà Đông,08/12/2024,Căn hộ chung cư tại Hồ Gươm Plaza,"2,85 tỷ",65 m²,0,2 phòng,2 phòng,0,0,0,0,0,65.0,2.85,2.0,2.0,1.0,Căn hộ chung cư,Chưa rõ,Chưa rõ,Chưa rõ,43.84615384615385,1.0473189942805592,4.174387269895637
"Cần bán gấp nhà Tam Trinh - Hoàng Mai - diện tích 35m2, giá 4,75 tỷ","Đường Tam Trinh, Phường Yên Sở, Hoàng Mai, Hà Nội",Hoàng Mai,19/12/2024,Nhà riêng tại đường Tam Trinh,"4,75 tỷ",35 m²,0,3 phòng,4 phòng,5 tầng,4 m,Sổ đỏ/ Sổ hồng,0,3 m,35.0,4.75,3.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,135.71428571428572,1.55814461804655,3.5553480614894135
Chính chủ cần bán nhanh shophouse Vinhomes Gardenia giá 33 tỷ,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,19/12/2024,"Nhà biệt thự, liền kề tại Vinhomes Gardenia",33 tỷ,"92,3 m²",Đông - Bắc,5 phòng,5 phòng,5 tầng,6 m,Sổ đỏ/ Sổ hồng,Nhà hoàn thiện nội thất cao cấp.,0,92.3,33.0,5.0,5.0,5.0,"Nhà biệt thự, liền kề",Khác,Đầy đủ/Cao cấp,Đông - Bắc,357.5297941495125,3.4965075614664802,4.525044141508807
"Bán nhà mặt phố phường Trúc Bạch, 42 tỷ, 90m2, hàng hiếm tại Ba Đình, Hà Nội","Đường Nguyễn Khắc Hiếu, Phường Trúc Bạch, Ba Đình, Hà Nội",Ba Đình,19/12/2024,Nhà mặt phố tại đường Nguyễn Khắc Hiếu,42 tỷ,90 m²,0,0,0,2 tầng,"5,2 m",Sổ đỏ/ Sổ hồng,0,10 m,90.0,42.0,5.0,5.0,2.0,Nhà mặt phố,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,466.6666666666667,3.7376696182833684,4.499809670330265
"Chung cư đt Việt Hưng, ở cực đỉnh, 78m2 - 3.25 tỷ","Eco City Việt Hưng, Phường Giang Biên, Quận Long Biên, Hà Nội",Long Biên,19/12/2024,Căn hộ chung cư tại Eco City Việt Hưng,"3,25 tỷ",78 m²,0,2 phòng,1 phòng,0,0,Sổ đỏ/ Sổ hồng,Cơ bản.,0,78.0,3.25,2.0,1.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Cơ bản,Chưa rõ,41.666666666666664,1.1786549963416462,4.356708826689592
"Căn nhà đường Đông Ngạc, Bắc Từ Liêm, Hà Nội - cách bãi xe ô tô 150m, ngõ 3 gác","đường Đông Ngạc, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,19/12/2024,Nhà riêng tại đường Đông Ngạc,"5,7 tỷ","47,2 m²",0,2 phòng,2 phòng,2 tầng,0,Sổ đỏ.,0,0,47.2,5.7,2.0,2.0,2.0,Nhà riêng,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,120.76271186440677,1.7404661748405046,3.8543938925915096
Bán nhà phố Minh Khai - ngã tư Chợ Mơ - phân lô dân trí cao - 40m2 5 tầng - thang máy - ôtô vào nhà,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,19/12/2024,Nhà riêng tại đường Minh Khai,"10,9 tỷ",40 m²,Đông,4 phòng,4 phòng,5 tầng,"3,4 m",Sổ đỏ/ Sổ hồng,Đầy đủ,3 m,40.0,10.9,4.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Đông,272.5,2.388762789235098,3.6888794541139363
Bán biệt thự liền kề Vinhomes Gardenia 146m2 giá 50 tỷ,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,16/12/2024,"Nhà biệt thự, liền kề tại Vinhomes Gardenia",50 tỷ,146 m²,0,7 phòng,7 phòng,5 tầng,0,Sổ đỏ/ Sổ hồng,0,0,146.0,50.0,7.0,7.0,5.0,"Nhà biệt thự, liền kề",Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,342.4657534246575,3.912023005428146,4.983606621708336
"Chính chủ bán gấp căn 70m2 2PN 2VS tòa S2.18, Vinhomes Ocean Park, Full đồ hướng ĐN chỉ 3.1 tỷ","Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",Gia Lâm,19/12/2024,Căn hộ chung cư tại The Sapphire 2 - Vinhomes Ocean Park,"3,1 tỷ",70 m²,Đông - Nam,2 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng.,Nội thất hoàn thiện chủ đầu tư.,0,70.0,3.1,2.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Cơ bản,Đông - Nam,44.285714285714285,1.1314021114911006,4.248495242049359
"Bán nhà riêng ngõ Nguyễn Đổng Chi - Mỹ Đình. DT 32m2*6T*Mt 3,2m. Giá 8 tỷ","Phố Nguyễn Đổng Chi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,19/12/2024,Nhà riêng tại phố Nguyễn Đổng Chi,8 tỷ,32 m²,0,4 phòng,5 phòng,6 tầng,"3,2 m",Sổ đỏ/ Sổ hồng,Cơ bản,3 m,32.0,8.0,4.0,5.0,6.0,Nhà riêng,Sổ đỏ/Sổ hồng,Cơ bản,Chưa rõ,250.0,2.0794415416798357,3.4657359027997265
"Bán nhà mặt phố Hồ Tùng Mậu, quận Cầu Giấy, 61m2 x 6 tầng, mặt tiền 4.5m, đang cho thuê 50 triệu","Đường Hồ Tùng Mậu, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Cầu Giấy,19/12/2024,Nhà mặt phố tại đường Hồ Tùng Mậu,30 tỷ,61 m²,0,6 phòng,5 phòng,6 tầng,"4,5 m",Sổ đỏ/ Sổ hồng,Cơ bản,20 m,61.0,30.0,6.0,5.0,6.0,Nhà mặt phố,Sổ đỏ/Sổ hồng,Cơ bản,Chưa rõ,491.8032786885246,3.4011973816621555,4.110873864173311
"Cần bán nhà mặt phố trung tâm Quận Hai Bà Trưng, DT 60m2 xây 6 tầng thang máy MT 4.5m, giá 26.5 tỷ","Đường Triệu Việt Vương, Phường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,16/12/2024,Nhà mặt phố tại đường Triệu Việt Vương,"26,5 tỷ",60 m²,0,6 phòng,6 phòng,6 tầng,"4,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ,0,60.0,26.5,6.0,6.0,6.0,Nhà mặt phố,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,441.6666666666667,3.2771447329921766,4.0943445622221
Chính chủ bán shophouse 99m2 The Manor Central park 35 tỷ,"Dự án The Manor Central Park, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",Hoàng Mai,16/12/2024,"Shophouse, nhà phố thương mại tại The Manor Central Park",35 tỷ,99 m²,Tây - Bắc,5 phòng,4 phòng,4 tầng,"6,6 m",Sổ đỏ/ Sổ hồng.,Hoàn thiện nội thất.,0,99.0,35.0,5.0,4.0,4.0,"Shophouse, nhà phố thương mại",Sổ đỏ/Sổ hồng,Cơ bản,Tây - Bắc,353.5353535353535,3.5553480614894135,4.59511985013459
Chính chủ bán 3 ngủ view hồ Vinhomes Skylake giá 11 tỷ,"Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,16/12/2024,Căn hộ chung cư tại Vinhomes Skylake,11 tỷ,100 m²,Đông - Nam,3 phòng,2 phòng,0,0,0,0,0,100.0,11.0,3.0,2.0,1.0,Căn hộ chung cư,Chưa rõ,Chưa rõ,Đông - Nam,110.0,2.3978952727983707,4.605170185988092
"Bán nhà mặt phố An Dương, 16 tỷ, 69m2, 4PN, Tây Hồ, Hà Nội","Đường An Dương, Phường Yên Phụ, Tây Hồ, Hà Nội",Tây Hồ,19/12/2024,Nhà mặt phố tại đường An Dương,16 tỷ,69 m²,0,4 phòng,0,4 tầng,"3,85 m",Sổ đỏ/ Sổ hồng,"Đầy đủ: Điều hòa, giường, tủ lạnh, và nhiều đồ dùng khác.",10 m,69.0,16.0,4.0,5.0,4.0,Nhà mặt phố,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,231.8840579710145,2.772588722239781,4.23410650459726
"Chính chủ bán cắt lỗ 150tr căn 69m2 2PN 2VS tòa S2.05 Vinhomes Ocean Park, giá 3 tỷ","Dự án Vinhomes Ocean Park Gia Lâm, Đường Hải Âu, Xã Dương Xá, Gia Lâm, Hà Nội",Gia Lâm,19/12/2024,Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm,3 tỷ,69 m²,Đông - Nam,2 phòng,2 phòng,0,0,Đã có sổ hồng.,0,0,69.0,3.0,2.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Chưa rõ,Đông - Nam,43.47826086956522,1.0986122886681098,4.23410650459726
"Tôi cần bán chung cư Sông Đà Tower, 131 Trần Phú, Hà Đông 154m2, 4 ngủ, 2 vs chỉ nhỉnh 6 tỷ","Sông Đà Hà Đông Tower, 131, Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",Hà Đông,08/12/2024,Căn hộ chung cư tại Sông Đà Hà Đông Tower,"6,1 tỷ",154 m²,0,4 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,154.0,6.1,4.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,39.61038961038961,1.8082887711792655,5.0369526024136295
"Tôi cần bán chung cư HTT Tower 197 Trần Phú 72m2, 2 ngủ, 2 vs nhỉnh 4 tỷ","Dự án Tòa nhà 197 Trần Phú, Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",Hà Đông,08/12/2024,Căn hộ chung cư tại Tòa nhà 197 Trần Phú,"4,05 tỷ",72 m²,0,2 phòng,2 phòng,0,0,Sổ đỏ,0,0,72.0,4.05,2.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,56.25,1.3987168811184478,4.276666119016055
"Hot! E bán BTSL 135m2, vị trí đẹp, gần công viên trung tâm, trường học, giá tốt nhất An Lạc","Dự án An Lạc Green Symphony, Xã Vân Canh, Hoài Đức, Hà Nội",Hoài Đức,19/12/2024,"Nhà biệt thự, liền kề tại An Lạc Green Symphony","13,4 tỷ",80 m²,Đông - Nam,0,0,0,5 m,Hợp đồng mua bán,0,"13,5 m",80.0,13.4,5.0,5.0,4.0,"Nhà biệt thự, liền kề",HĐMB,Chưa rõ,Đông - Nam,167.5,2.5952547069568657,4.382026634673881
Bán shophouse nhà phố thương mại khu đô thị mới An Hưng,"Dự án An Hưng, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",Hà Đông,19/12/2024,"Shophouse, nhà phố thương mại tại Khu đô thị mới An Hưng","8,5 tỷ","76,4 m²",0,0,0,0,0,Sổ đỏ/ Sổ hồng,0,0,76.4,8.5,5.0,4.0,5.0,"Shophouse, nhà phố thương mại",Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,111.2565445026178,2.1400661634962708,4.335982696172475
"Cần bán nhanh nhà phân lô vip phố Tôn Thất Thiệp, 75m2, xây 5 tầng, giá chỉ 300tr/m2","Phố Tôn Thất Thiệp, Phường Hàng Mã, Hoàn Kiếm, Hà Nội",Hoàn Kiếm,19/12/2024,Nhà riêng tại phố Tôn Thất Thiệp,"22,5 tỷ",75 m²,0,0,0,5 tầng,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,75.0,22.5,4.0,4.0,5.0,Nhà riêng,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,300.0,3.1135153092103742,4.31748811353631
"Tôi cần bán chung cư Phùng Khoang căn góc 98m2, 2 ngủ, 2 VS chỉ 3.x tỷ","Dự án An Lạc Phùng Khoang, Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,10/12/2024,Căn hộ chung cư tại An Lạc - Phùng Khoang,"3,9 tỷ",98 m²,0,2 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,0,0,98.0,3.9,2.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,39.795918367346935,1.3609765531356006,4.584967478670572
"Bán nhà mặt phố tại đường Trịnh Văn Bô, giá 37 tỷ vnd, diện tích 150m2","Đường Trịnh Văn Bô, Phường Phương Canh, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,12/12/2024,Nhà mặt phố tại đường Trịnh Văn Bô,37 tỷ,150 m²,0,5 phòng,5 phòng,5 tầng,"7,5 m",Sổ đỏ/ Sổ hồng,0,0,150.0,37.0,5.0,5.0,5.0,Nhà mặt phố,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,246.66666666666666,3.6109179126442243,5.0106352940962555
"Tôi cần bán chung cư A5 Học Viện Quân 71m2, 2 ngủ, 2 vs, full nội thất chỉ 4.2 tỷ","A5 Học Viện Quân Y, Phùng Hưng, Phúc La, Hà Đông, Hà Nội",Hà Đông,11/12/2024,Căn hộ chung cư tại A5 Học Viện Quân Y,"4,2 tỷ",71 m²,0,2 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,71.0,4.2,2.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Chưa rõ,59.15492957746479,1.4350845252893227,4.2626798770413155
"Bán penhouse 178m2 hướng Đông Nam Vinhomes Skylake Phạm Hùng, Mỹ Đình 1 Nam Từ Liêm. LH 0983 786 ***","Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,12/12/2024,Căn hộ chung cư tại Vinhomes Skylake,22 tỷ,178 m²,Đông - Nam,4 phòng,4 phòng,0,0,Sổ đỏ/ Sổ hồng,Hoàn thiện nội thất.,0,178.0,22.0,4.0,4.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Cơ bản,Đông - Nam,123.59550561797752,3.091042453358316,5.181783550292085
Bán gấp liền kề 93m2 Vinhomes Green Bay Mễ Trì Nam Từ Liêm gía giảm sốc. LH 0983 786 ***,"Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,19/12/2024,"Nhà biệt thự, liền kề tại Vinhomes Green Bay Mễ Trì",41 tỷ,93 m²,Tây - Bắc,6 phòng,4 phòng,4 tầng,6 m,Sổ đỏ/ Sổ hồng.,"- Tình trạng: Nhà bàn giao thô, đã hoàn thiện mặt ngoài. - Tình trạng: Nhà bàn giao thô, đã hoàn thiện mặt ngoài.",14 m,93.0,41.0,6.0,4.0,4.0,"Nhà biệt thự, liền kề",Sổ đỏ/Sổ hồng,Cơ bản,Tây - Bắc,440.86021505376345,3.713572066704308,4.532599493153256
"Bán cặp biệt thự liền kề 2 mặt tiền tại Thành Phố Giao Lưu - Vị trí đắc địa, kinh doanh đỉnh cao","Dự án Thành Phố Giao Lưu, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,12/12/2024,"Nhà biệt thự, liền kề tại Thành phố Giao Lưu","44,5 tỷ",128 m²,Nam,6 phòng,6 phòng,6 tầng,8 m,Sổ đỏ/ Sổ hồng.,0,40 m,128.0,44.5,6.0,6.0,6.0,"Nhà biệt thự, liền kề",Sổ đỏ/Sổ hồng,Chưa rõ,Nam,347.65625,3.7954891891721947,4.852030263919617
"Bán gấp biệt thự 200m2, Sol Lake Villa gần hồ giá đầu tư chỉ 30 tỷ","Dự án Sol Lake Villa, Phường Yên Nghĩa, Hà Đông, Hà Nội",Hà Đông,18/12/2024,"Nhà biệt thự, liền kề tại Sol Lake Villa",30 tỷ,200 m²,0,0,0,3 tầng,0,Sđcc,0,0,200.0,30.0,5.0,5.0,3.0,"Nhà biệt thự, liền kề",Khác,Chưa rõ,Chưa rõ,150.0,3.4011973816621555,5.298317366548036
Chính chủ bán căn hộ chung cư Tân Việt 2 ngủ giá 2 tỷ 850,"Tân Việt Tower, Đường Quốc lộ 32, Xã Đức Thượng, Hoài Đức, Hà Nội",Hoài Đức,19/12/2024,Căn hộ chung cư tại Tân Việt Tower,"2,85 tỷ",82 m²,Đông - Nam,2 phòng,2 phòng,0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,82.0,2.85,2.0,2.0,1.0,Căn hộ chung cư,Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Đông - Nam,34.75609756097561,1.0473189942805592,4.406719247264253
"Bán nhà mặt phố Phúc Tân. Q Hoàn Kiếm diện tích 60m2, 16 tỷ","Đường Phúc Tân, Phường Phúc Tân, Hoàn Kiếm, Hà Nội",Hoàn Kiếm,19/12/2024,Nhà mặt phố tại đường Phúc Tân,16 tỷ,60 m²,0,2 phòng,2 phòng,3 tầng,"4,5 m",Sổ đỏ/ Sổ hồng,Cơ bản,0,60.0,16.0,2.0,2.0,3.0,Nhà mặt phố,Sổ đỏ/Sổ hồng,Cơ bản,Chưa rõ,266.6666666666667,2.772588722239781,4.0943445622221
"Bán biệt thự liền kề 112m2 Vinhomes Gardenia Mỹ Đình, Nam Từ Liêm 45 tỷ","Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,16/12/2024,"Nhà biệt thự, liền kề tại Vinhomes Gardenia",33 tỷ,112 m²,Đông - Bắc,5 phòng,5 phòng,5 tầng,5 m,Nhà đã có sổ đỏ.,"Hoàn thiện nội thất cao cấp, thang máy nhập khẩu nguyên chiếc, điều hòa âm trần, thiết kế phong cách hiện đại.",14 m,112.0,33.0,5.0,5.0,5.0,"Nhà biệt thự, liền kề",Sổ đỏ/Sổ hồng,Đầy đủ/Cao cấp,Đông - Bắc,294.64285714285717,3.4965075614664802,4.718498871295094
"Siêu phẩm - nhà đẹp An Thượng - nhà rộng sân vườn - an sinh đỉnh - 67m2 - 4,4 tỷ","Đường Đào Nguyên, Xã An Thượng, Hoài Đức, Hà Nội",Hoài Đức,19/12/2024,Nhà riêng tại đường Đào Nguyên,"4,4 tỷ",67 m²,0,0,0,4 tầng,0,Sổ đỏ/ Sổ hồng,0,0,67.0,4.4,4.0,4.0,4.0,Nhà riêng,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,65.67164179104478,1.4816045409242156,4.204692619390966
"Hot! Hoa Hậu Biên Giang đón tết nhà 4Tx32m2, ô tô đỗ gần, 1km ra QL6, 5p ra bến xe Yên Nghĩa","Phường Biên Giang, Hà Đông, Hà Nội",Hà Đông,19/12/2024,Nhà riêng tại phường Biên Giang,"3,2 tỷ",32 m²,0,3 phòng,3 phòng,4 tầng,"3,8 m",Sổ đỏ/ Sổ hồng,0,3 m,32.0,3.2,3.0,3.0,4.0,Nhà riêng,Sổ đỏ/Sổ hồng,Chưa rõ,Chưa rõ,100.0,1.1631508098056809,3.4657359027997265
Bán nhà phố mặt đường Phú Diễn - lô góc 3 mặt thoáng,"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,16/12/2024,Nhà mặt phố tại đường Phú Diễn,23 tỷ,"68,2 m²",Đông,4 phòng,4 phòng,3 tầng,"5,7 m",Sổ đỏ/ Sổ hồng,0,15 m,68.2,23.0,4.0,4.0,3.0,Nhà mặt phố,Sổ đỏ/Sổ hồng,Chưa rõ,Đông,337.2434017595308,3.1354942159291497,4.222444564849416
